ss_mean,ss_scale
0.01061,0.10245695632801123
0.01349,0.11536039138283123
0.0391,0.19383289194561384
0.01339,0.11493784363733295
0.03477,0.1831967442396289
0.00711,0.08402052070774141
0.00183,0.04273933902156185
0.01333,0.11468352584395025
0.08394,0.2772978117475866
0.00078,0.027917585855514085
0.01225,0.10999971590872408
0.00569,0.07521717822412642
0.0133,0.11455614344067278
0.0067,0.08157885755512881
0.00261,0.051021445491087364
0.00698,0.08325430679550459
0.10578,0.3075558349308301
0.0023,0.047903131421651354
0.00853,0.09196324863770307
0.05862,0.23491210185939762
0.04805,0.21387191844653192
0.00419,0.06459445719254864
0.09295,0.2903623555146224
0.01004,0.09969552848548424
0.0024,0.04893097178679369
0.0037,0.06071498991188254
0.00583,0.07613153814287478
0.00479,0.06904386938751333
0.0087,0.09286716319560967
0.4283,0.49483240597196143
0.31098,0.46289463120671426
0.1452,0.3523023701311134
0.00228,0.047694880228385104
0.0078,0.08797249570178169
0.00072,0.026823154176941987
0.00256,0.05053163761446883
0.00165,0.040586666529785376
0.01104,0.10448980045918359
0.16801,0.3738751661985589
0.09802,0.29734168829815977
0.00649,0.08029869177016523
0.00083,0.028797762065827272
0.01407,0.11777960392190151
0.00778,0.08786052355864948
0.01407,0.11777960392190151
0.00093,0.030481717471297437
0.04434,0.20584937308624476
0.0414,0.19921355375576233
0.00512,0.07137076152038731
0.00311,0.05568058817936464
0.01611,0.1258986413747186
0.01245,0.1108828097587719
0.00726,0.08489577374640035
0.00946,0.0968013863537088
0.0022,0.04685253461660319
0.01182,0.10807537924985505
0.00712,0.08407916269801931
0.20192,0.4014328257629164
0.1426,0.3496644677401465
0.00647,0.08017567648607651
0.00558,0.07449069472088442
0.00455,0.0673000557206307
0.00099,0.031448686777034114
0.18669,0.3896624743287452
0.01434,0.11888803303949474
0.00937,0.09634419079529394
0.03383,0.18079140217388656
0.02637,0.160233027494334
0.03538,0.18473834361063218
0.00903,0.09459629538200744
0.01517,0.12222876543596435
0.0088,0.09339464652751783
0.00599,0.07716294382668407
0.00236,0.04852247314389488
0.00249,0.04983773570297912
0.00021,0.014489855071738984
0.05846,0.2346112282053014
0.00407,0.06366659328093502
0.00496,0.07025239070665139
0.00627,0.07893470149433644
0.00166,0.04070926675831929
0.0094,0.09649683932647743
0.00998,0.09940019919497144
0.11052,0.3135368074086359
0.08251,0.2751401459256719
0.00875,0.0931312917337669
0.03056,0.17212230070505094
0.15422,0.36115950991217166
0.00429,0.0653574471655679
0.01789,0.13255168011006122
0.0054,0.07328601503697688
0.00736,0.08547415047837563
0.00569,0.07521717822412642
0.0127,0.11197638143823008
0.03421,0.18176819276210016
0.10023,0.3003064220092537
0.01162,0.10716797842639379
0.01089,0.10378539348097111
0.00281,0.052934902474643324
0.00124,0.0351917944981497
0.00567,0.07508562512225626
0.01896,0.1363837175032269
0.01342,0.11506478001543308
0.00878,0.093289397039535
0.02216,0.14720371734436602
0.01736,0.13060869190065413
0.007,0.08337265738837882
0.00325,0.05691605660971251
0.00734,0.08535879802340236
0.14859,0.35568386511057826
0.097,0.29595776725742473
0.09656,0.2953576922986771
0.0104,0.1014487062509917
0.00423,0.06490074806964863
0.00294,0.05414200217945396
0.06159,0.2404093839682636
0.00412,0.06405486398393179
0.00111,0.03329816661619675
0.00661,0.08103275819074654
0.01374,0.11640967485565794
0.06043,0.23828179766822308
0.02826,0.16571473199447298
0.03599,0.18626518703182302
0.00667,0.08139724258228898
0.02968,0.16970296874244717
0.05075,0.21948675928173894
0.03519,0.18425977287514494
0.02102,0.14345089612825704
0.00631,0.07918449280004261
0.0047,0.06839524837296812
0.01406,0.11773833870069683
0.00845,0.09153467922050092
0.00594,0.07684215249457814
0.03609,0.18651410643701993
0.02186,0.1462263327858563
0.10494,0.3064760943368993
0.00252,0.05013631019530655
0.00729,0.0850697120013933
0.27092,0.4444348699190917
0.01649,0.12735022536297297
0.01153,0.10675700960592707
0.00659,0.0809108886368207
0.00356,0.0595594358603236
0.01066,0.1026954935720161
0.00447,0.06670846348103066
0.01214,0.10951082320939788
0.13153,0.3379790808615231
0.03434,0.1821009730891079
0.00732,0.08524328477950624
0.00211,0.04588624957435507
0.04169,0.1998798236441087
0.03125,0.17399263633843817
0.07342,0.26082466064388926
0.00176,0.0419154195970886
0.00686,0.08254053791925514
0.15583,0.36269410127544116
0.08339,0.2764708084047934
0.0048,0.06911555541265656
0.15527,0.3621618796891799
0.00147,0.038312388335889486
0.00274,0.052273247459862296
0.00412,0.06405486398393179
0.00493,0.0700406674725477
0.0115,0.10661965109678422
0.05329,0.2246111660180767
0.00538,0.07315090976877868
0.00269,0.05179540423628336
0.00702,0.08349083542521298
0.07316,0.26039895237884503
0.00214,0.04621060917148788
0.00188,0.04331819017456755
0.00206,0.0453404499316008
0.07481,0.2630845185486976
0.00157,0.039592109062286635
0.00068,0.02606794199778724
0.01045,0.10168971186899882
0.12201,0.32729735700124435
0.1859,0.38902595029123704
0.00329,0.05726408909604691
0.03425,0.1818706614602806
0.0081,0.08963475888292446
0.04107,0.19845214813652182
0.00103,0.032077080602822945
0.01284,0.11258389938174997
0.007,0.08337265738837882
0.01797,0.13284230914885511
0.00239,0.04882917058480514
0.31506,0.46453976837295646
0.00104,0.03223225713474004
0.00296,0.05432530165585829
0.01493,0.12127281269930207
0.01044,0.10164155842961088
0.00778,0.08786052355864948
0.02666,0.16108769164650663
0.00354,0.059392494475312294
0.00269,0.05179540423628336
0.0156,0.12392191089553133
0.00983,0.0986578486487517
0.01821,0.13371011891401488
0.01175,0.10775870034479815
0.02331,0.15088619519359614
0.00113,0.03359647451742518
0.0042,0.06467116822819889
0.00526,0.07233486296385717
0.00453,0.06715265519694663
0.0008,0.028272955275315665
0.46086,0.498465706342974
0.00219,0.046746164548548796
0.00217,0.04653268851033648
0.00152,0.038957535856365445
0.99359,0.07980546284559722
0.00447,0.06670846348103066
0.00279,0.05274671458963108
0.01023,0.10062478372647564
0.00851,0.09185630027385165
0.00069,0.026258787100702122
0.02115,0.14388425035423438
0.00972,0.09810974263547938
0.00176,0.0419154195970886
0.00406,0.06358864993062834
0.00195,0.044115728487694725
0.03239,0.17703357845335443
0.00374,0.06104107141916827
0.00134,0.036581476186725984
0.00268,0.05169929980183484
0.04606,0.20961506720653456
0.00316,0.05612498908685862
0.02781,0.16442811164761334
0.00164,0.04046369236735572
0.001,0.03160696125855822
0.00301,0.05478083515245091
0.02663,0.16099951273218188
0.83675,0.36959361128136403
0.0013,0.036032069049667416
0.02512,0.15648957025949045
0.01797,0.1328423091488551
0.01967,0.138863570096696
0.19448,0.3957998605355995
0.16909,0.374831391294806
0.01595,0.12528207174212916
0.00589,0.07651998366439972
0.00673,0.08176005809684823
0.0171,0.129644089722594
0.09678,0.29565796387041565
0.00664,0.0812152103980529
0.10881,0.3114006806350943
0.10262,0.303461917874385
0.00221,0.046958661607843975
0.04285,0.20251883245762603
0.00054,0.023231624996973416
0.10411,0.3054031890796165
0.00656,0.08072773005603466
0.00557,0.07442429106145385
0.00039,0.019744566341148146
0.03805,0.1913170078691385
0.01794,0.13273340348231866
0.00357,0.05964272881081147
0.00167,0.04083149642126776
0.04151,0.19946658843024312
0.00306,0.05523256648029314
0.03577,0.18571620042419562
0.13412,0.3407811990119173
0.00102,0.03192114659594796
0.00383,0.061768366499366005
0.00403,0.0633542350597022
0.00157,0.039592109062286635
0.00601,0.07729087850451695
0.00862,0.09244293158484322
0.00338,0.05803943142381737
0.00562,0.07475570613672243
0.00995,0.09925219141157539
0.00766,0.08718557449486695
0.00814,0.08985399490284224
0.00277,0.05255784527546768
0.00232,0.04811047287233831
0.01017,0.10033230337234365
0.01915,0.13705209775848015
0.02888,0.16746923777219502
0.00057,0.023867867520999866
0.00113,0.03359647451742518
0.00885,0.0936572341039388
0.01026,0.10077069216791158
0.55322,0.4971595635206065
0.00816,0.08996340589372992
0.00351,0.0591411861565187
0.00282,0.053028743149352485
0.01339,0.11493784363733296
0.01487,0.12103257040978681
0.00129,0.03589339632857275
0.00337,0.05795380142837914
0.02019,0.1406497916813246
0.12573,0.33154481914214856
0.00093,0.03048171747129744
0.00674,0.08182036665769715
0.00798,0.08897370173259064
0.00605,0.07754609919267379
0.00346,0.0587199148500745
0.00079,0.028095834210786482
0.004,0.063118935352238
0.00447,0.06670846348103064
0.00475,0.06875636334187549
0.00352,0.059225075770318776
0.14687,0.3539762747699342
0.00164,0.04046369236735571
0.00125,0.035333235062756436
0.0059,0.07658452846365252
0.00175,0.041796381422319326
0.00391,0.062407626937738936
0.00749,0.08622006668983735
0.07116,0.25709191819269617
0.02409,0.15332864018180034
0.0248,0.15551514395710792
0.01611,0.12589864137471857
0.00201,0.04478794369023878
0.07691,0.26644859147685507
0.04122,0.19879867102171483
0.00207,0.04545013861365002
0.04975,0.21742800532590092
0.00015,0.012246530120813814
0.00245,0.04943680309243308
0.01138,0.10606835343305751
0.00209,0.04566871905363671
0.01128,0.10560663615512048
0.01093,0.10397372312271982
0.00261,0.05102144549108737
0.02472,0.1552704788425668
0.00592,0.07671345123249246
0.01265,0.11175856790421039
0.15059,0.35764878288622765
0.00653,0.08054414379705079
0.00088,0.029651738566229133
0.01187,0.10830098383671312
0.0011,0.033148001448051134
0.00284,0.05321592242928803
0.00368,0.06055128074615762
0.00532,0.0727440554272306
0.01816,0.13352982588171078
0.22224,0.41575158736918855
0.01305,0.11348875494955438
0.00372,0.06087825227451919
0.01651,0.127426135074403
0.00808,0.08952493283996366
0.01177,0.1078492795525311
0.00205,0.045230493032908665
0.00125,0.035333235062756436
0.00874,0.0930785281361926
0.00449,0.06685686127840583
0.00976,0.09830942172548873
0.00718,0.08443013443078247
0.01072,0.10298097688408282
0.01644,0.12716023906866483
0.00698,0.08325430679550459
0.01546,0.12337336989804563
0.00358,0.0597259039278603
0.00157,0.03959210906228665
0.00221,0.046958661607843975
0.01896,0.13638371750322692
0.003,0.054690035655501276
0.0073,0.08512761009214344
0.0046,0.06766712643521962
0.00801,0.08913944076557805
0.02417,0.1535767270780309
0.01171,0.10757730197397589
0.00779,0.08791652802516715
0.00697,0.0831950665604638
0.50152,0.49999768959466206
0.01758,0.1314189621021259
0.00855,0.09207006842617205
0.01002,0.09959718670725595
0.0113,0.10569914853015609
0.00648,0.08023720832631205
0.00311,0.05568058817936463
0.0371,0.18900685172765563
0.02797,0.16488686757895546
0.00243,0.04923510028424843
0.00358,0.0597259039278603
0.00478,0.06897210740582022
0.00421,0.0647477868347637
0.00733,0.08530106154087416
0.10504,0.30660495495017687
0.00069,0.02625878710070212
0.03465,0.1828917097629086
0.00897,0.09428435236029362
0.00849,0.09174922288499233
0.05077,0.2195276909640331
0.00839,0.09121188464229868
0.01084,0.10354947802862167
0.00341,0.05829555643443161
0.00384,0.06184864105216865
0.00663,0.08115443980460958
0.00473,0.06861214979870546
0.01676,0.12837095621673933
0.02517,0.1566412177557363
0.00527,0.07240322575686804
0.00089,0.029819589199048337
0.01582,0.12477871453096478
0.00124,0.0351917944981497
0.48228,0.4996859029430388
0.00684,0.08242095849964379
0.02577,0.15844843672311826
0.01953,0.13837839101536048
0.00892,0.09402358002118404
0.0059,0.07658452846365252
0.19988,0.3999099718686694
0.0355,0.18503986057063487
0.12107,0.3262086067227534
0.37609,0.48440304695573494
0.00959,0.09745784678516144
0.20745,0.40548057598360987
0.01659,0.12772929147223827
0.04226,0.20118173972803793
0.01096,0.10411473670907494
0.00039,0.019744566341148143
0.00328,0.05717728220193751
0.00045,0.021208429927743355
0.02121,0.14408378083601223
0.23435,0.4235918761024578
0.00983,0.0986578486487517
0.00103,0.032077080602822945
0.00728,0.0850117733022903
0.0007,0.026448251359967073
0.0027,0.051891328755390334
0.00034,0.01843595400298016
0.01618,0.12616737930225863
0.00058,0.024076204019736997
0.0609,0.23914679592250448
0.00343,0.05846567454498408
0.0064,0.07974358908401352
0.03174,0.1753070802905576
0.01142,0.10625245220699615
0.00248,0.049737808556469386
0.02557,0.15784858282544065
0.08516,0.2791196417309252
0.4198,0.49352604794478677
0.03089,0.1730196748927705
0.01209,0.10928783967120953
0.01365,0.11603308795339369
0.03103,0.17339878632793254
0.00296,0.05432530165585829
0.03416,0.18164001321294823
0.00367,0.06046925747849068
0.01187,0.10830098383671312
0.00246,0.04953734348953323
0.03744,0.18983742096857512
0.00185,0.04297182216290112
0.01128,0.10560663615512046
0.0084,0.0912657657613193
0.01841,0.13442868704261007
0.07449,0.2625666389699956
0.00929,0.09593589474227047
0.00457,0.06744712818200639
0.02747,0.1634484600722809
0.08397,0.2773428187280139
0.00108,0.03284560244538073
0.00097,0.03112971410083941
0.00451,0.06700492444589426
0.00471,0.06846762665669082
0.0088,0.09339464652751783
0.0058,0.07593655246322417
0.00548,0.0738239094060996
0.00111,0.03329816661619675
0.07316,0.26039895237884503
0.0328,0.1781127732645809
0.00365,0.060304871279192686
0.0167,0.12814487894566837
0.00633,0.07930908586032245
0.00218,0.04663954974053674
0.00103,0.03207708060282294
0.03827,0.1918473536434631
0.00077,0.027738188477260006
0.12807,0.33416773497751096
0.00115,0.03389214510767945
0.00425,0.06505334349593418
0.03453,0.18258608681934121
0.02979,0.17000751718674087
0.00723,0.08472146776348956
0.02687,0.16170344183102597
0.02875,0.16710307447799994
0.02559,0.1579086821552254
0.00921,0.09552578657095682
0.01758,0.13141896210212586
0.0078,0.08797249570178169
0.00277,0.052557845275467675
0.00274,0.0522732474598623
0.00409,0.06382218971486328
0.0151,0.12195076875526449
0.00403,0.0633542350597022
0.00251,0.050036985320860414
0.00245,0.049436803092433076
0.00621,0.07855848712901745
0.0076,0.08684607072285998
0.02238,0.14791597479650398
0.00804,0.08930486212967352
0.04675,0.2111029073698418
0.00462,0.06781338805870121
0.00567,0.07508562512225626
0.15121,0.35825345204198655
0.00058,0.024076204019736994
0.00567,0.07508562512225626
0.00843,0.0914272120323047
0.00085,0.029142366067291106
0.00504,0.07081382915786999
0.01037,0.1013038158215178
0.01758,0.1314189621021259
0.01702,0.12934573669046845
0.01052,0.1020261221452624
0.22393,0.4168757070158922
0.00329,0.05726408909604691
0.0042,0.06467116822819889
0.00261,0.05102144549108737
0.31319,0.4637909269272093
0.00195,0.044115728487694725
0.00265,0.05140989690711312
0.01311,0.1137458917939457
0.00057,0.023867867520999866
0.00355,0.05947602458133865
0.00323,0.0567412292781889
0.00975,0.09825954152142173
0.00569,0.07521717822412642
0.00829,0.0906712517835725
0.00102,0.03192114659594796
0.02063,0.14214219324324495
0.01393,0.11720049103992695
0.01421,0.11835571764811363
0.00778,0.08786052355864948
0.02047,0.1416014798651483
0.03677,0.18819661819490807
0.00514,0.07150930289130221
0.00311,0.05568058817936464
0.78399,0.41152117794835297
0.00208,0.045559561016322365
0.11842,0.3231047873368639
0.00342,0.05838067831055066
0.00435,0.06581092234576265
0.08424,0.2777474075486574
0.00092,0.030317546074839236
0.0088,0.09339464652751782
0.00263,0.05121604338486135
0.07521,0.2637298919349113
0.00276,0.05246315278364425
0.00094,0.030645006118452632
0.00473,0.06861214979870546
0.01717,0.12990454610982632
0.00823,0.09034526606303175
0.00569,0.07521717822412642
0.00382,0.061687985864348004
0.01651,0.127426135074403
0.00123,0.03504978031314889
0.00202,0.044898993307200104
0.02449,0.1545646786947134
0.00703,0.08354985996397601
0.0112,0.10523573537539423
0.07922,0.27008182389786983
0.01604,0.12562928957850555
0.00888,0.09381442106627318
0.02472,0.15527047884256687
0.00993,0.09915339177254605
0.00401,0.06319746751255148
0.00258,0.05072813420578367
0.00364,0.060222507420398905
0.00277,0.052557845275467675
0.01653,0.1275019964549575
0.00834,0.09094198370389774
0.08529,0.2793127564219007
0.00776,0.08774840397408945
0.04899,0.21584712159303862
0.00256,0.05053163761446882
0.00108,0.03284560244538073
0.08211,0.27453223471934945
0.00197,0.04434094157773378
0.00163,0.04034034085131161
0.01372,0.1163261002526948
0.00697,0.08319506656046381
0.15553,0.36240918738354305
0.00411,0.06397740147895974
0.01631,0.12666484871502431
0.00459,0.06759387472249243
0.0858,0.2800684916230314
0.01054,0.10212202700690974
0.11189,0.3152310706450111
0.9024,0.2967730445980564
0.01271,0.11201989064447439
0.0316,0.17493267276298047
0.00497,0.07032282062033632
0.02231,0.1476897555688952
0.12124,0.3264059778864351
0.00611,0.07792732447607835
0.00034,0.01843595400298016
0.01267,0.11184574690170385
0.00081,0.028448970104381632
0.15875,0.3654427964812003
0.07282,0.25984081203690845
0.01263,0.11167131726634194
0.003,0.054690035655501276
0.00437,0.06596137581949
0.00652,0.0804828528321406
0.00531,0.07267602011667948
0.00957,0.09735715227963483
0.01594,0.125243428570125
0.22468,0.4173714144500076
0.01174,0.10771338078437609
0.00237,0.0486249226220464
0.0723,0.2589839956445185
0.02128,0.14431618620237993
0.00243,0.04923510028424842
0.00197,0.04434094157773378
0.0082,0.0901818163489736
0.07996,0.2712312636847014
0.00539,0.07321849424837963
0.00162,0.04021660850942058
0.00742,0.08581924958888887
0.00086,0.029313143809560935
0.01168,0.10744104243723623
0.0093,0.09598703037390002
0.00684,0.08242095849964377
0.00317,0.05621344234255717
0.00659,0.0809108886368207
0.0026,0.050923864739432334
0.00102,0.03192114659594796
0.13651,0.34332931698298064
0.00103,0.032077080602822945
0.00971,0.09805975678126068
0.00567,0.07508562512225626
0.00121,0.0347640029340696
0.00897,0.0942843523602936
0.0028,0.05284089325512959
0.10008,0.30010663704756685
0.02959,0.1694533325137042
0.00065,0.025486810314356716
0.00121,0.0347640029340696
0.0022,0.04685253461660319
0.00204,0.045120265956662985
0.00215,0.046318219957161566
0.07118,0.2571252760815241
0.00573,0.07547958068246007
0.07325,0.26054642100785036
0.07266,0.25957758840084794
0.0781,0.26832888402108335
0.07466,0.26284193805403283
0.09469,0.2927862768300455
0.00958,0.09740751305725857
0.35194,0.47757537248061693
0.00566,0.07501976006359926
0.17696,0.38163484956172433
0.0032,0.05647796030311294
0.00235,0.04841980483232042
0.00869,0.09281424405768761
0.00205,0.04523049303290867
0.00622,0.07862131771981438
0.00399,0.0630403037746488
0.00319,0.05638992729202619
0.01682,0.12859660804235856
0.00743,0.08587662720437966
0.04383,0.20471670938152556
0.01138,0.10606835343305751
0.0906,0.28703943979878443
0.00254,0.05033436599382175
0.00434,0.06573556419473406
0.15477,0.3616852873701113
0.01724,0.13016444368567015
0.04864,0.21511427288769103
0.14601,0.35311624134270575
0.00437,0.06596137581949
0.03008,0.17080747524625495
0.04484,0.2069525897397759
0.01142,0.10625245220699614
0.00332,0.057523713371095915
0.00257,0.050629982223974766
0.00768,0.08729843984860211
0.03613,0.18661356622711006
0.02678,0.16143986992066117
0.00169,0.0410748572730326
0.00282,0.05302874314935249
0.00659,0.0809108886368207
0.0047,0.06839524837296813
0.00696,0.08313578290964727
0.00663,0.08115443980460958
0.08195,0.27428852965444983
0.00142,0.037656123008084616
0.00543,0.07348819701149294
0.0079,0.08853016435091488
0.11418,0.3180297589849101
0.00279,0.05274671458963109
0.01518,0.12226842437849601
0.04094,0.19815124627415295
0.47017,0.4991093778922613
0.00274,0.0522732474598623
0.00921,0.09552578657095684
0.01212,0.10942168706431099
0.00751,0.08633423365038922
0.09816,0.2975308629369397
0.00277,0.05255784527546768
0.01129,0.1056529029416608
0.00281,0.05293490247464332
0.01723,0.13012734954651156
0.02161,0.14540635440034938
0.52952,0.4991278088826548
0.01022,0.10057609855229024
0.01307,0.11357453543818702
0.01078,0.10326563610417554
0.00994,0.0992028043958436
0.00375,0.06112231589198825
0.10007,0.3000933106552027
0.99233,0.08724202599664911
0.00369,0.060633191405368055
0.00143,0.037788293160713145
0.02602,0.15919472227432668
0.00643,0.07992906292457079
0.02768,0.16405431295763
0.05637,0.2306348262947294
0.00599,0.07716294382668407
0.00433,0.06566011803218146
0.01829,0.13399804438871488
0.00458,0.0675205420594355
0.0032,0.056477960303112945
0.03862,0.19268755953615688
0.03232,0.17684857251332284
0.00932,0.09608921687681714
0.00473,0.06861214979870546
0.01609,0.12582174653055805
0.00468,0.06825025714237272
0.0031,0.05559127629403735
0.10308,0.30406333813861874
0.04365,0.2043151426106249
0.0072,0.08454679177828099
0.01273,0.112106855722565
0.10342,0.3045066560848876
0.00394,0.0626456415084082
0.00359,0.059808961703075904
0.48856,0.49986910926761613
0.01742,0.13083020904974507
0.0017,0.04119599495096579
0.00096,0.030968990942554134
0.01048,0.10183402967574248
0.00218,0.04663954974053673
0.00828,0.09061700502665049
0.00314,0.05594765768108616
0.00342,0.05838067831055066
0.01525,0.12254565475772694
0.01895,0.13634844150191083
0.01021,0.10052738880524054
0.0064,0.07974358908401352
0.01269,0.11193285442621392
0.00326,0.0570032665730658
0.11145,0.3146885722424632
0.01136,0.10597617845534911
0.0064,0.07974358908401352
0.00212,0.04599462577301832
0.00204,0.045120265956662985
0.04423,0.20560570784878518
0.25631,0.4365949884045853
0.01101,0.10434931672033126
0.00175,0.04179638142231933
0.00911,0.09501056730701063
0.05006,0.21806878822976936
0.00629,0.07905969832980643
0.10462,0.30606315622759955
0.00383,0.061768366499366005
0.00722,0.0846632836594471
0.10088,0.30116976209440416
0.02445,0.15444156661987082
0.00151,0.038829369039426846
0.00175,0.04179638142231933
0.02812,0.1653156544311518
0.21498,0.41080847070137205
0.00787,0.08836324518712517
0.00822,0.09029081680879844
0.02107,0.1436177395031686
0.00971,0.09805975678126068
0.00417,0.06444075651325022
0.02234,0.14778675312760609
0.0015,0.03870077518603471
0.00582,0.07606659976625745
0.1058,0.307581468882636
0.00218,0.04663954974053673
0.00064,0.025290124554853424
0.00677,0.08200101889610885
0.01066,0.10269549357201609
0.09947,0.2992920297969861
0.02241,0.1480128099186013
0.59149,0.49155831790337956
0.03908,0.19378532865002965
0.04174,0.19999443092246344
0.00437,0.06596137581949
0.00353,0.059308845040179275
0.00119,0.03447584516730518
0.00294,0.054142002179453974
0.00586,0.07632601391399921
0.00644,0.07999078946978833
0.32443,0.4681614839988441
0.00124,0.0351917944981497
0.0103,0.10096489488926336
0.00256,0.05053163761446882
0.00436,0.06588619278726007
0.04037,0.19682546354575162
0.03451,0.18253509224256032
0.00102,0.03192114659594796
0.02187,0.14625902741369504
0.00474,0.06868429514816324
0.02653,0.16070519313326498
0.00688,0.08265993951122878
0.12322,0.3286895672211091
0.00221,0.046958661607843975
0.00863,0.09249607072735576
0.00241,0.04903255959054146
0.00143,0.037788293160713145
0.00383,0.06176836649936601
0.02154,0.14517585336411837
0.01803,0.13305983278209849
0.00919,0.09542297364890699
0.0314,0.1743962155552694
0.00453,0.06715265519694662
0.00694,0.08301708498857331
0.00361,0.05997472717737031
0.03828,0.1918714194454192
0.17645,0.38120256754119586
0.00396,0.06280380880169609
0.00191,0.04366178993124308
0.01624,0.1263972404762066
0.00166,0.04070926675831929
0.00279,0.05274671458963108
0.00731,0.08518546765734164
0.00377,0.0612844768273337
0.00664,0.0812152103980529
0.03689,0.18849171838571582
0.03082,0.17282976479761814
0.00529,0.07253975392844948
0.01129,0.1056529029416608
0.0102,0.10047865444958944
0.13987,0.346852105514728
0.10073,0.3009708741722361
0.01254,0.11127779832473322
0.01804,0.13309604952815093
0.01644,0.12716023906866483
0.46287,0.49861945720158174
0.00101,0.03176444395861511
0.01468,0.12026843975041832
0.01591,0.12512742265386914
0.19363,0.3951422820959559
0.02702,0.16214166521902998
0.08815,0.28351292298588443
0.10162,0.3021479366138382
0.005,0.07053367989832944
0.00625,0.07880950133074055
0.00425,0.06505334349593417
0.01536,0.12297995934297586
0.00126,0.03547410886829999
0.00202,0.044898993307200104
0.00363,0.0601400290987625
0.02564,0.15805881943124847
0.00414,0.06420950396942808
0.03394,0.18107478123692436
0.15453,0.3614560541753312
0.01229,0.11017692998082676
